center_id,latitude,longitude,street_name,mcpps,sector
snd-6344,47.714927,-122.319360,9TH AVE NE,NORTHGATE,L
snd-6345,47.714025,-122.320016,NE 117TH ST,NORTHGATE,L
snd-6346,47.714919,-122.317993,ROOSEVELT WAY NE,NORTHGATE,L
snd-6347,47.714016,-122.318649,NE 117TH ST,NORTHGATE,L
snd-6348,47.714902,-122.315259,12TH AVE NE,NORTHGATE,L
snd-6349,47.714004,-122.316597,NE 117TH ST,NORTHGATE,L
snd-6350,47.714913,-122.297815,LAKE CITY WAY NE,LAKECITY,L
snd-6351,47.714302,-122.298579,NE 117TH ST,LAKECITY,L
snd-6352,47.714268,-122.299623,NE 117TH ST,LAKECITY,L
snd-6353,47.714882,-122.300303,26TH AVE NE,LAKECITY,L
snd-6354,47.714223,-122.312660,PINEHURST WAY NE,NORTHGATE,L
snd-6355,47.713988,-122.314033,NE 117TH ST,NORTHGATE,L
snd-6356,47.714225,-122.312502,15TH AVE NE,LAKECITY,L
snd-6357,47.713980,-122.312665,NE 117TH ST,NORTHGATE,L
snd-6358,47.714656,-122.293019,33RD AVE NE,LAKECITY,L
snd-6359,47.714872,-122.311185,16TH AVE NE,LAKECITY,L
snd-6360,47.713972,-122.311825,NE 117TH ST,LAKECITY,L
snd-6361,47.714859,-122.309841,17TH AVE NE,LAKECITY,L
snd-6362,47.713960,-122.310484,NE 117TH ST,LAKECITY,L
snd-6363,47.714180,-122.293639,NE 118TH ST,LAKECITY,L
snd-6364,47.714851,-122.294083,32ND AVE NE,LAKECITY,L
snd-6365,47.714847,-122.308499,19TH AVE NE,LAKECITY,L
snd-6366,47.713947,-122.309144,NE 117TH ST,LAKECITY,L
snd-6367,47.714120,-122.294532,NE 118TH ST,LAKECITY,L
snd-6368,47.714844,-122.295707,31ST PL NE,LAKECITY,L
snd-6369,47.714834,-122.307157,20TH AVE NE,LAKECITY,L
snd-6370,47.713935,-122.307804,NE 117TH ST,LAKECITY,L
snd-6371,47.714124,-122.297885,NE 117TH ST,LAKECITY,L
snd-6372,47.714822,-122.305815,22ND AVE NE,LAKECITY,L
snd-6373,47.713922,-122.306464,NE 117TH ST,LAKECITY,L
snd-6374,47.714809,-122.304473,23RD AVE NE,LAKECITY,L
snd-6375,47.713910,-122.305123,NE 117TH ST,LAKECITY,L
snd-6376,47.713897,-122.303783,NE 117TH ST,LAKECITY,L
snd-6377,47.714793,-122.302682,24TH AVE NE,LAKECITY,L
snd-6378,47.713889,-122.302889,NE 117TH ST,LAKECITY,L
snd-6379,47.714011,-122.301044,NE 117TH ST,LAKECITY,L
snd-6380,47.714785,-122.301789,25TH AVE NE,LAKECITY,L
snd-6381,47.713882,-122.302219,NE 117TH ST,LAKECITY,L
snd-6382,47.713780,-122.322682,6TH PL NE,NORTHGATE,L
snd-6386,47.713857,-122.296851,NE 117TH ST,LAKECITY,L
snd-6388,47.713735,-122.288035,NE 117TH ST,SANDPOINT,L
snd-6389,47.714630,-122.287259,38TH AVE NE,SANDPOINT,L
snd-6390,47.713728,-122.287581,NE 117TH ST,SANDPOINT,L
snd-6391,47.713718,-122.286912,NE 117TH ST,SANDPOINT,L
snd-6394,47.714622,-122.285255,40TH AVE NE,SANDPOINT,L
snd-6395,47.713703,-122.285909,NE 117TH ST,SANDPOINT,L
snd-6397,47.713608,-122.326086,3RD AVE NE,NORTHGATE,L
snd-6398,47.713156,-122.326359,NE 116TH ST,NORTHGATE,L
snd-6400,47.713815,-122.291175,35TH AVE NE,SANDPOINT,L
snd-6401,47.715066,-122.280074,LAKESIDE AVE NE,SANDPOINT,L
snd-6404,47.713525,-122.295563,NE 117TH ST,LAKECITY,L
snd-6405,47.713216,-122.294367,NE 117TH ST,LAKECITY,L
snd-6406,47.713601,-122.298591,LAKE CITY WAY NE,LAKECITY,L
snd-6407,47.713691,-122.298941,27TH AVE NE,LAKECITY,L
snd-6408,47.714110,-122.280231,EXETER AVE NE,SANDPOINT,L
snd-6409,47.712976,-122.293441,NE 117TH ST,LAKECITY,L
snd-6414,47.712701,-122.326062,3RD AVE NE,NORTHGATE,L
snd-6415,47.712251,-122.326742,NE 115TH ST,NORTHGATE,L
snd-6416,47.713147,-122.324740,4TH AVE NE,NORTHGATE,L
snd-6417,47.712243,-122.325383,NE 115TH ST,NORTHGATE,L
snd-6419,47.713139,-122.323408,5TH AVE NE,NORTHGATE,L
snd-6420,47.712237,-122.324049,NE 115TH ST,NORTHGATE,L
snd-6421,47.712758,-122.322028,7TH AVE NE,NORTHGATE,L
snd-6422,47.712228,-122.322697,NE 115TH ST,NORTHGATE,L
snd-6425,47.713122,-122.320672,8TH AVE NE,NORTHGATE,L
snd-6426,47.712220,-122.321329,NE 115TH ST,NORTHGATE,L
snd-6427,47.713114,-122.319305,9TH AVE NE,NORTHGATE,L
snd-6428,47.712212,-122.319961,NE 115TH ST,NORTHGATE,L
snd-6429,47.713106,-122.317937,ROOSEVELT WAY NE,NORTHGATE,L
snd-6430,47.712204,-122.318593,NE 115TH ST,NORTHGATE,L
snd-6432,47.713775,-122.281095,DURLAND AVE NE,SANDPOINT,L
snd-6433,47.713080,-122.313997,PINEHURST WAY NE,NORTHGATE,L
snd-6434,47.713097,-122.315210,12TH AVE NE,NORTHGATE,L
snd-6435,47.712197,-122.316551,NE 115TH ST,NORTHGATE,L
snd-6436,47.712186,-122.314497,NE 115TH ST,NORTHGATE,L
snd-6437,47.713073,-122.312464,15TH AVE NE,LAKECITY,L
snd-6438,47.712171,-122.313118,NE 115TH ST,NORTHGATE,L
snd-6440,47.713060,-122.311124,16TH AVE NE,LAKECITY,L
snd-6441,47.712160,-122.311763,NE 115TH ST,LAKECITY,L
snd-6442,47.712150,-122.310486,NE 115TH ST,LAKECITY,L
snd-6443,47.713035,-122.309782,17TH AVE NE,LAKECITY,L
snd-6445,47.713035,-122.308449,19TH AVE NE,LAKECITY,L
snd-6446,47.712137,-122.309152,NE 115TH ST,LAKECITY,L
snd-6447,47.712128,-122.308288,NE 115TH ST,LAKECITY,L
snd-6448,47.713022,-122.307111,20TH AVE NE,LAKECITY,L
snd-6449,47.712121,-122.307619,NE 115TH ST,LAKECITY,L
snd-6450,47.712112,-122.306685,NE 115TH ST,LAKECITY,L
snd-6451,47.712539,-122.281226,NE 115TH ST,SANDPOINT,L
snd-6452,47.714219,-122.282483,SAND POINT WAY NE,SANDPOINT,L
snd-6453,47.713010,-122.305772,22ND AVE NE,LAKECITY,L
snd-6454,47.712106,-122.306017,NE 115TH ST,LAKECITY,L
snd-6455,47.712997,-122.304434,23RD AVE NE,LAKECITY,L
snd-6456,47.712097,-122.305083,NE 115TH ST,LAKECITY,L
snd-6457,47.712984,-122.303095,24TH AVE NE,LAKECITY,L
snd-6458,47.712085,-122.303746,NE 115TH ST,LAKECITY,L
snd-6459,47.712972,-122.301757,25TH AVE NE,LAKECITY,L
snd-6460,47.712072,-122.302410,NE 115TH ST,LAKECITY,L
snd-6461,47.713098,-122.300333,26TH AVE NE,LAKECITY,L
snd-6462,47.712059,-122.301046,NE 115TH ST,LAKECITY,L
snd-6463,47.712517,-122.299232,LAKE CITY WAY NE,LAKECITY,L
snd-6464,47.712048,-122.299931,NE 115TH ST,LAKECITY,L
snd-6465,47.712038,-122.299041,NE 115TH ST,LAKECITY,L
snd-6466,47.713030,-122.297562,28TH AVE NE,LAKECITY,L
snd-6467,47.712031,-122.298077,NE 115TH ST,LAKECITY,L
snd-6468,47.712846,-122.296179,30TH AVE NE,LAKECITY,L
snd-6469,47.712019,-122.296890,NE 115TH ST,LAKECITY,L
snd-6470,47.712674,-122.294980,31ST AVE NE,LAKECITY,L
snd-6471,47.712006,-122.295546,NE 115TH ST,LAKECITY,L
snd-6472,47.712525,-122.293780,32ND AVE NE,LAKECITY,L
snd-6473,47.711995,-122.294344,NE 115TH ST,LAKECITY,L
snd-6474,47.712266,-122.282480,NE 115TH ST,SANDPOINT,L
snd-6475,47.713803,-122.283848,BARTLETT AVE NE,SANDPOINT,L
snd-6476,47.712435,-122.292820,33RD AVE NE,LAKECITY,L
snd-6477,47.711984,-122.293159,NE 115TH ST,LAKECITY,L
snd-6478,47.712788,-122.291832,34TH AVE NE,LAKECITY,L
snd-6479,47.711975,-122.292264,NE 115TH ST,LAKECITY,L
snd-6480,47.711966,-122.291326,NE 115TH ST,LAKECITY,L
snd-6481,47.712626,-122.290662,35TH AVE NE,LAKECITY,L
snd-6483,47.713732,-122.289292,36TH AVE NE,SANDPOINT,L
snd-6484,47.711950,-122.289980,NE 115TH ST,SANDPOINT,L
snd-6485,47.712828,-122.287943,38TH AVE NE,SANDPOINT,L
snd-6486,47.711932,-122.288639,NE 115TH ST,SANDPOINT,L
snd-6487,47.712809,-122.286604,39TH AVE NE,SANDPOINT,L
snd-6488,47.711913,-122.287298,NE 115TH ST,SANDPOINT,L
snd-6489,47.712344,-122.280483,DURLAND AVE NE,SANDPOINT,L
snd-6490,47.712789,-122.285264,40TH AVE NE,SANDPOINT,L
snd-6491,47.711895,-122.285959,NE 115TH ST,SANDPOINT,L
snd-6492,47.711864,-122.317905,ROOSEVELT WAY NE,NORTHGATE,L
snd-6493,47.711530,-122.318552,NE 114TH ST,NORTHGATE,L
snd-6494,47.712783,-122.284794,ALTON AVE NE,SANDPOINT,L
snd-6495,47.711879,-122.284819,NE 115TH ST,SANDPOINT,L
snd-6496,47.711982,-122.283732,NE 115TH ST,SANDPOINT,L
snd-6498,47.711796,-122.315763,PINEHURST WAY NE,NORTHGATE,L
snd-6499,47.711389,-122.317110,NE 114TH ST,NORTHGATE,L
snd-6501,47.711750,-122.312433,15TH AVE NE,LAKECITY,L
snd-6503,47.711968,-122.277718,LAKESIDE AVE NE,SANDPOINT,L
snd-6504,47.711219,-122.316556,PINEHURST WAY NE,NORTHGATE,L
snd-6505,47.711620,-122.315184,12TH AVE NE,NORTHGATE,L
snd-6506,47.711047,-122.315988,NE 114TH ST,NORTHGATE,L
snd-6507,47.711244,-122.319198,9TH AVE NE,NORTHGATE,L
snd-6508,47.711170,-122.317893,ROOSEVELT WAY NE,NORTHGATE,L
snd-6509,47.710953,-122.318541,NE 113TH ST,NORTHGATE,L
snd-6510,47.711524,-122.301732,25TH AVE NE,LAKECITY,L
snd-6511,47.711482,-122.278189,NE 113TH ST,SANDPOINT,L
snd-6512,47.711985,-122.278935,EXETER AVE NE,SANDPOINT,L
snd-6513,47.711497,-122.289323,36TH AVE NE,SANDPOINT,L
snd-6514,47.711847,-122.328043,1ST PL NE,NORTHGATE,L
snd-6515,47.710771,-122.317887,ROOSEVELT WAY NE,NORTHGATE,L
snd-6516,47.711171,-122.278918,NE 113TH ST,SANDPOINT,L
snd-6518,47.710823,-122.317101,PINEHURST WAY NE,NORTHGATE,L
snd-6519,47.710592,-122.317644,NE 113TH ST,NORTHGATE,L
snd-6520,47.710590,-122.316981,NE 113TH ST,NORTHGATE,L
snd-6521,47.710811,-122.315189,12TH AVE NE,NORTHGATE,L
snd-6522,47.710581,-122.315693,NE 113TH ST,NORTHGATE,L
snd-6524,47.710472,-122.315192,12TH AVE NE,NORTHGATE,L
snd-6526,47.711265,-122.313798,14TH AVE NE,NORTHGATE,L
snd-6527,47.710359,-122.314493,NE 113TH ST,NORTHGATE,L
snd-6528,47.710845,-122.312432,15TH AVE NE,NORTHGATE,L
snd-6529,47.710351,-122.313112,NE 113TH ST,NORTHGATE,L
snd-6530,47.710838,-122.311680,GOODWIN WAY NE,LAKECITY,L
snd-6531,47.710350,-122.311680,NE 113TH ST,LAKECITY,L
snd-6532,47.711258,-122.309999,17TH AVE NE,LAKECITY,L
snd-6533,47.710339,-122.310462,NE 113TH ST,LAKECITY,L
snd-6534,47.710796,-122.280587,NE 113TH ST,SANDPOINT,L
snd-6535,47.711556,-122.281430,SAND POINT WAY NE,SANDPOINT,L
snd-6536,47.711232,-122.299992,LAKE CITY WAY NE,LAKECITY,L
snd-6537,47.710643,-122.301251,NE 113TH ST,LAKECITY,L
snd-6538,47.711222,-122.308139,19TH AVE NE,LAKECITY,L
snd-6539,47.710326,-122.309062,NE 113TH ST,LAKECITY,L
snd-6540,47.711204,-122.306271,20TH AVE NE,LAKECITY,L
snd-6541,47.710308,-122.307194,NE 113TH ST,LAKECITY,L
snd-6542,47.711186,-122.304403,23RD AVE NE,LAKECITY,L
snd-6543,47.710291,-122.305326,NE 113TH ST,LAKECITY,L
snd-6545,47.711198,-122.286651,39TH AVE NE,SANDPOINT,L
snd-6547,47.713399,-122.277174,RIVIERA PL NE,SANDPOINT,L
snd-6548,47.710636,-122.302181,24TH AVE NE,LAKECITY,L
snd-6549,47.710273,-122.303441,NE 113TH ST,LAKECITY,L
snd-6551,47.710216,-122.328617,1ST AVE NE,NORTHGATE,L
snd-6554,47.710873,-122.276984,NE 112TH ST,SANDPOINT,L
snd-6555,47.711281,-122.277377,LAKESIDE AVE NE,SANDPOINT,L
snd-6556,47.710560,-122.281675,NE 113TH ST,SANDPOINT,L
snd-6557,47.711270,-122.282729,BARTLETT AVE NE,SANDPOINT,L
snd-6558,47.711114,-122.323349,5TH AVE NE,NORTHGATE,L
snd-6560,47.711109,-122.296203,30TH AVE NE,LAKECITY,L
snd-6561,47.711106,-122.294823,31ST AVE NE,LAKECITY,L
snd-6562,47.710201,-122.295521,NE 113TH ST,LAKECITY,L
snd-6563,47.711080,-122.292028,34TH AVE NE,LAKECITY,L
snd-6564,47.711070,-122.290678,35TH AVE NE,LAKECITY,L
snd-6565,47.710184,-122.291380,NE 113TH ST,LAKECITY,L
snd-6566,47.710175,-122.290218,NE 113TH ST,SANDPOINT,L
snd-6568,47.710038,-122.317796,PINEHURST WAY NE,NORTHGATE,L
snd-6569,47.710436,-122.317778,ROOSEVELT WAY NE,NORTHGATE,L
snd-6571,47.711035,-122.287996,38TH AVE NE,SANDPOINT,L
snd-6572,47.710154,-122.288484,NE 113TH ST,SANDPOINT,L
snd-6573,47.709786,-122.316975,NE 112TH ST,NORTHGATE,L
snd-6575,47.710132,-122.286684,NE 113TH ST,SANDPOINT,L
snd-6576,47.710096,-122.296985,NE 113TH ST,LAKECITY,L
snd-6577,47.710992,-122.298166,28TH AVE NE,LAKECITY,L
snd-6578,47.710290,-122.282936,NE 113TH ST,SANDPOINT,L
snd-6579,47.711016,-122.283948,ALTON AVE NE,SANDPOINT,L
snd-6580,47.710184,-122.299692,NE 113TH ST,LAKECITY,L
snd-6581,47.711001,-122.285316,40TH AVE NE,SANDPOINT,L
snd-6584,47.710105,-122.284438,NE 113TH ST,SANDPOINT,L
snd-6585,47.710030,-122.309992,17TH AVE NE,LAKECITY,L
snd-6586,47.710035,-122.310458,GOODWIN WAY NE,LAKECITY,L
snd-6589,47.709175,-122.317862,ROOSEVELT WAY NE,NORTHGATE,L
snd-6590,47.709727,-122.315196,12TH AVE NE,NORTHGATE,L
snd-6592,47.709535,-122.301835,NE NORTHGATE WAY,LAKECITY,L
snd-6593,47.709667,-122.302993,24TH AVE NE,LAKECITY,L
snd-6596,47.710331,-122.278154,EXETER AVE NE,SANDPOINT,L
snd-6601,47.708624,-122.327964,NE NORTHGATE WAY,NORTHGATE,L
snd-6602,47.709107,-122.325968,3RD AVE NE,NORTHGATE,L
snd-6603,47.708613,-122.326183,NE NORTHGATE WAY,NORTHGATE,L
snd-6604,47.709019,-122.303975,NE NORTHGATE WAY,LAKECITY,L
snd-6605,47.709582,-122.304383,23RD AVE NE,LAKECITY,L
snd-6606,47.709301,-122.278339,NE 110TH ST,SANDPOINT,L
snd-6608,47.709088,-122.323290,5TH AVE NE,NORTHGATE,L
snd-6609,47.708603,-122.324615,NE NORTHGATE WAY,NORTHGATE,L
snd-6610,47.710397,-122.320603,8TH AVE NE,NORTHGATE,L
snd-6611,47.708586,-122.321918,NE NORTHGATE WAY,NORTHGATE,L
snd-6613,47.708569,-122.319207,NE NORTHGATE WAY,NORTHGATE,L
snd-6614,47.708555,-122.316877,NE NORTHGATE WAY,NORTHGATE,L
snd-6615,47.708545,-122.315313,NE NORTHGATE WAY,NORTHGATE,L
snd-6616,47.709445,-122.313790,14TH AVE NE,NORTHGATE,L
snd-6617,47.708538,-122.314255,NE NORTHGATE WAY,NORTHGATE,L
snd-6618,47.709443,-122.312431,15TH AVE NE,NORTHGATE,L
snd-6619,47.708532,-122.313108,NE NORTHGATE WAY,NORTHGATE,L
snd-6620,47.709037,-122.279561,NE 110TH ST,SANDPOINT,L
snd-6621,47.709802,-122.280599,SAND POINT WAY NE,SANDPOINT,L
snd-6622,47.709116,-122.309977,17TH AVE NE,LAKECITY,L
snd-6623,47.708517,-122.311198,NE NORTHGATE WAY,LAKECITY,L
snd-6624,47.709402,-122.308116,19TH AVE NE,LAKECITY,L
snd-6625,47.709107,-122.309047,GOODWIN WAY NE,LAKECITY,L
snd-6626,47.708496,-122.309035,NE NORTHGATE WAY,LAKECITY,L
snd-6628,47.709385,-122.306248,20TH AVE NE,LAKECITY,L
snd-6629,47.708479,-122.307171,NE NORTHGATE WAY,LAKECITY,L
snd-6630,47.708543,-122.305244,NE NORTHGATE WAY,LAKECITY,L
snd-6634,47.709437,-122.300986,LAKE CITY WAY NE,LAKECITY,L
snd-6635,47.709153,-122.299233,27TH AVE NE,LAKECITY,L
snd-6636,47.708421,-122.300387,NE 110TH ST,LAKECITY,L
snd-6638,47.708764,-122.280822,NE 110TH ST,SANDPOINT,L
snd-6639,47.709522,-122.281898,BARTLETT AVE NE,SANDPOINT,L
snd-6640,47.709081,-122.297943,28TH AVE NE,LAKECITY,L
snd-6641,47.708413,-122.298683,NE 110TH ST,LAKECITY,L
snd-6642,47.709303,-122.296215,30TH AVE NE,LAKECITY,L
snd-6643,47.708405,-122.297084,NE 110TH ST,LAKECITY,L
snd-6644,47.709295,-122.294844,31ST AVE NE,LAKECITY,L
snd-6645,47.708397,-122.295539,NE 110TH ST,LAKECITY,L
snd-6646,47.709283,-122.292082,34TH AVE NE,LAKECITY,L
snd-6647,47.708386,-122.293483,NE 110TH ST,LAKECITY,L
snd-6648,47.709276,-122.290734,35TH AVE NE,LAKECITY,L
snd-6649,47.708376,-122.291436,NE 110TH ST,LAKECITY,L
snd-6650,47.708365,-122.290093,NE 110TH ST,SANDPOINT,L
snd-6651,47.708950,-122.289400,36TH AVE NE,SANDPOINT,L
snd-6653,47.709245,-122.288052,38TH AVE NE,SANDPOINT,L
snd-6654,47.708350,-122.288752,NE 110TH ST,SANDPOINT,L
snd-6655,47.709053,-122.286718,39TH AVE NE,SANDPOINT,L
snd-6656,47.708334,-122.287410,NE 110TH ST,SANDPOINT,L
snd-6657,47.708491,-122.282081,NE 110TH ST,SANDPOINT,L
snd-6658,47.709259,-122.283119,ALTON AVE NE,SANDPOINT,L
snd-6659,47.709214,-122.285373,40TH AVE NE,SANDPOINT,L
snd-6660,47.708319,-122.286071,NE 110TH ST,SANDPOINT,L
snd-6662,47.708296,-122.284037,NE 110TH ST,SANDPOINT,L
snd-6663,47.708106,-122.317846,ROOSEVELT WAY NE,NORTHGATE,L
snd-6664,47.708260,-122.304366,23RD AVE NE,LAKECITY,L
snd-6665,47.707634,-122.303900,NE 108TH ST,LAKECITY,L
snd-6666,47.707869,-122.316181,11TH AVE NE,NORTHGATE,L
snd-6667,47.707464,-122.317264,NE 108TH ST,NORTHGATE,L
snd-6668,47.707968,-122.286751,39TH AVE NE,SANDPOINT,L
snd-6670,47.707605,-122.286121,NE 109TH ST,SANDPOINT,L
snd-6671,47.709325,-122.276718,LAKESIDE AVE NE,SANDPOINT,L
snd-6672,47.707888,-122.299380,27TH AVE NE,LAKECITY,L
snd-6673,47.707357,-122.299865,NE 108TH PL,LAKECITY,L
snd-6674,47.707777,-122.314857,12TH AVE NE,NORTHGATE,L
snd-6675,47.707168,-122.316069,NE 108TH ST,NORTHGATE,L
snd-6676,47.707636,-122.276463,NE 107TH ST,SANDPOINT,L
snd-6677,47.708493,-122.277281,EXETER AVE NE,SANDPOINT,L
snd-6678,47.707721,-122.328613,1ST AVE NE,NORTHGATE,L
snd-6681,47.707868,-122.282459,ALTON AVE NE,SANDPOINT,L
snd-6682,47.707386,-122.283152,NE 109TH ST,SANDPOINT,L
snd-6683,47.707421,-122.277446,NE 107TH ST,SANDPOINT,L
snd-6684,47.708229,-122.278504,DURLAND AVE NE,SANDPOINT,L
snd-6685,47.706925,-122.315431,12TH AVE NE,NORTHGATE,L
snd-6686,47.707626,-122.313783,14TH AVE NE,NORTHGATE,L
snd-6687,47.706720,-122.314586,NE 107TH ST,NORTHGATE,L
snd-6688,47.707614,-122.312430,15TH AVE NE,NORTHGATE,L
snd-6689,47.706711,-122.313105,NE 107TH ST,NORTHGATE,L
snd-6690,47.707591,-122.309958,17TH AVE NE,LAKECITY,L
snd-6691,47.706688,-122.311190,NE 107TH ST,LAKECITY,L
snd-6692,47.707573,-122.308093,19TH AVE NE,LAKECITY,L
snd-6693,47.706668,-122.309016,NE 107TH ST,LAKECITY,L
snd-6694,47.707158,-122.278669,NE 107TH ST,SANDPOINT,L
snd-6695,47.707966,-122.279726,SAND POINT WAY NE,SANDPOINT,L
snd-6696,47.707567,-122.301546,LAKE CITY WAY NE,LAKECITY,L
snd-6697,47.707556,-122.306225,20TH AVE NE,LAKECITY,L
snd-6698,47.706650,-122.307148,NE 107TH ST,LAKECITY,L
snd-6699,47.707242,-122.285489,40TH AVE NE,SANDPOINT,L
snd-6700,47.707131,-122.304352,23RD AVE NE,LAKECITY,L
snd-6701,47.706632,-122.305279,NE 107TH ST,LAKECITY,L
snd-6702,47.706972,-122.297916,28TH AVE NE,LAKECITY,L
snd-6703,47.706696,-122.299775,NE 107TH ST,LAKECITY,L
snd-6704,47.707095,-122.303356,VICTORY LN NE,LAKECITY,L
snd-6705,47.706619,-122.303848,NE 107TH ST,LAKECITY,L
snd-6706,47.707543,-122.296227,30TH AVE NE,LAKECITY,L
snd-6707,47.706689,-122.297076,NE 107TH ST,LAKECITY,L
snd-6709,47.706562,-122.312430,15TH AVE NE,NORTHGATE,L
snd-6710,47.706567,-122.308081,19TH AVE NE,LAKECITY,L
snd-6711,47.707958,-122.323257,5TH AVE NE,NORTHGATE,L
snd-6712,47.706886,-122.279930,NE 107TH ST,SANDPOINT,L
snd-6713,47.707684,-122.281025,BARTLETT AVE NE,SANDPOINT,L
snd-6716,47.706496,-122.313826,14TH AVE NE,NORTHGATE,L
snd-6717,47.706276,-122.313943,NE 106TH ST,NORTHGATE,L
snd-6718,47.706274,-122.313516,NE 106TH ST,NORTHGATE,L
snd-6719,47.707460,-122.289449,36TH AVE NE,SANDPOINT,L
snd-6720,47.707445,-122.288103,38TH AVE NE,SANDPOINT,L
snd-6722,47.706613,-122.281190,NE 107TH ST,SANDPOINT,L
snd-6723,47.706929,-122.282014,ALTON AVE NE,SANDPOINT,L
snd-6724,47.706290,-122.316734,10TH PL NE,NORTHGATE,L
snd-6725,47.706451,-122.282275,NE 107TH ST,SANDPOINT,L
snd-6726,47.706050,-122.316346,NE 106TH ST,NORTHGATE,L
snd-6727,47.707213,-122.320533,8TH AVE NE,NORTHGATE,L
snd-6728,47.705844,-122.319889,NE 106TH ST,NORTHGATE,L
snd-6730,47.705837,-122.318835,NE 106TH ST,NORTHGATE,L
snd-6731,47.705918,-122.315506,NE 106TH ST,NORTHGATE,L
snd-6733,47.706401,-122.296226,30TH AVE NE,LAKECITY,L
snd-6734,47.706238,-122.280339,BARTLETT AVE NE,SANDPOINT,L
snd-6736,47.706885,-122.275874,LAKESIDE AVE NE,SANDPOINT,L
snd-6737,47.706795,-122.276475,EXETER AVE NE,SANDPOINT,L
snd-6738,47.705741,-122.299653,NE 106TH PL,LAKECITY,L
snd-6739,47.705740,-122.298596,NE 106TH PL,LAKECITY,L
snd-6740,47.705815,-122.308754,NE 106TH ST,LAKECITY,L
snd-6741,47.706059,-122.309878,17TH AVE NE,LAKECITY,L
snd-6742,47.705933,-122.311118,NE 106TH ST,LAKECITY,L
snd-6743,47.705599,-122.315018,12TH AVE NE,NORTHGATE,L
snd-6744,47.705904,-122.328571,1ST AVE NE,NORTHGATE,L
snd-6748,47.705803,-122.276098,EXETER AVE NE,SANDPOINT,L
snd-6750,47.705296,-122.309789,17TH AVE NE,LAKECITY,L
snd-6752,47.705624,-122.323189,5TH AVE NE,NORTHGATE,L
snd-6753,47.705183,-122.314362,NE 105TH PL,NORTHGATE,L
snd-6754,47.705393,-122.320494,8TH AVE NE,NORTHGATE,L
snd-6755,47.704947,-122.321827,NE 105TH ST,NORTHGATE,L
snd-6757,47.705380,-122.318501,9TH AVE NE,NORTHGATE,L
snd-6758,47.704931,-122.319489,NE 105TH ST,NORTHGATE,L
snd-6759,47.706479,-122.317822,ROOSEVELT WAY NE,NORTHGATE,L
snd-6760,47.704922,-122.318146,NE 105TH ST,NORTHGATE,L
snd-6761,47.705456,-122.315992,11TH AVE NE,NORTHGATE,L
snd-6762,47.704912,-122.316570,NE 105TH ST,NORTHGATE,L
snd-6763,47.705424,-122.298839,27TH AVE NE,LAKECITY,L
snd-6764,47.705109,-122.299594,NE 105TH PL,LAKECITY,L
snd-6765,47.705132,-122.315019,12TH AVE NE,NORTHGATE,L
snd-6767,47.704896,-122.314479,NE 105TH ST,NORTHGATE,L
snd-6768,47.704891,-122.313431,NE 105TH ST,NORTHGATE,L
snd-6770,47.705454,-122.276582,NE 106TH ST,SANDPOINT,L
snd-6771,47.706313,-122.277591,DURLAND AVE NE,SANDPOINT,L
snd-6774,47.705007,-122.309755,17TH AVE NE,LAKECITY,L
snd-6775,47.704873,-122.310878,NE 105TH ST,LAKECITY,L
snd-6778,47.705721,-122.307286,19TH AVE NE,LAKECITY,L
snd-6779,47.704852,-122.308398,NE 105TH ST,LAKECITY,L
snd-6780,47.705736,-122.306202,20TH AVE NE,LAKECITY,L
snd-6781,47.704836,-122.306630,NE 105TH ST,LAKECITY,L
snd-6782,47.705719,-122.304333,23RD AVE NE,LAKECITY,L
snd-6783,47.704823,-122.305256,NE 105TH ST,LAKECITY,L
snd-6784,47.705684,-122.303270,VICTORY LN NE,LAKECITY,L
snd-6785,47.704807,-122.303605,NE 105TH ST,LAKECITY,L
snd-6786,47.704798,-122.302590,NE 105TH ST,LAKECITY,L
snd-6787,47.705208,-122.277718,NE 106TH ST,SANDPOINT,L
snd-6788,47.706048,-122.278815,SAND POINT WAY NE,SANDPOINT,L
snd-6789,47.704948,-122.298840,27TH AVE NE,LAKECITY,L
snd-6790,47.704788,-122.299156,NE 105TH ST,LAKECITY,L
snd-6791,47.705437,-122.296831,RAVENNA AVE NE,LAKECITY,L
snd-6792,47.704787,-122.298185,NE 105TH ST,LAKECITY,L
snd-6793,47.704787,-122.295817,NE 105TH ST,LAKECITY,L
snd-6794,47.706579,-122.290819,35TH AVE NE,LAKECITY,L
snd-6795,47.704785,-122.292489,NE 105TH ST,LAKECITY,L
snd-6796,47.704777,-122.290189,NE 105TH ST,SANDPOINT,L
snd-6798,47.704962,-122.279070,NE 106TH ST,SANDPOINT,L
snd-6801,47.705269,-122.280514,ALTON PL NE,SANDPOINT,L
snd-6802,47.706173,-122.286787,39TH AVE NE,SANDPOINT,L
snd-6803,47.704744,-122.287466,NE 105TH ST,SANDPOINT,L
snd-6804,47.704728,-122.286130,NE 105TH ST,SANDPOINT,L
snd-6806,47.705835,-122.283435,41ST PL NE,SANDPOINT,L
snd-6807,47.704708,-122.284464,NE 105TH ST,SANDPOINT,L
snd-6808,47.704691,-122.283114,NE 105TH ST,SANDPOINT,L
snd-6809,47.704682,-122.282328,NE 105TH ST,SANDPOINT,L
snd-6810,47.705573,-122.281369,ALTON AVE NE,SANDPOINT,L
snd-6812,47.704586,-122.304317,23RD AVE NE,LAKECITY,L
